,cases,deaths
66,0.13905540467137423,0.002227607278652906
67,0.13974198804997282,0.0022360401955458984
68,0.14064451385116783,0.0022466322650733293
69,0.14129422868006516,0.0022559478544269414
70,0.1419088403041825,0.0022677756653992397
71,0.14249990494296574,0.0022796577946768057
72,0.143054494839761,0.002291010320478001
73,0.1436090847365562,0.002302362846279196
74,0.14416367463335145,0.002313715372080391
75,0.14465649103747963,0.002325556762629006
76,0.14515156165127646,0.002338090711569799
77,0.14562702335687125,0.0023499049429657796
78,0.14608484519282997,0.002361827810972298
79,0.14652512221618683,0.002374063009234112
80,0.1469653992395437,0.002386298207495926
81,0.14740567626290058,0.0023985334057577403
82,0.1478004752851711,0.002410048886474742
83,0.1481460076045627,0.00242099402498642
84,0.148487629005975,0.0024318576860401955
85,0.14883363661053775,0.0024419880499728405
86,0.14916670287887016,0.002452362846279196
87,0.1494997691472026,0.002462737642585551
88,0.14983283541553505,0.002473112438891906
89,0.15016304997284086,0.002484315589353612
90,0.1504798071700163,0.002496102661596958
91,0.1507486827810972,0.0025081477457903315
92,0.15102946768060838,0.0025207360130363936
93,0.15130926127104835,0.0025329576317218903
94,0.15158905486148833,0.0025451792504073874
95,0.15186884845192833,0.0025574008690928845
96,0.15204280282455188,0.0025668658337859858
97,0.15227297664312875,0.002576507332971211
98,0.15251811515480718,0.002584750135795763
99,0.15271367463335142,0.0025922732210755016
100,0.15289064367191743,0.0026008555133079847
101,0.15306761271048341,0.0026094378055404673
102,0.1532445817490494,0.0026180200977729494
103,0.15346658066268332,0.0026288565996740905
104,0.15361613253666484,0.0026389190657251493
105,0.15376121673003804,0.002649877783813145
106,0.15389794948397612,0.0026604562737642585
107,0.1540296713742531,0.002670573058120586
108,0.15416139326453013,0.002680689842476914
109,0.15429311515480715,0.0026908066268332424
110,0.154417381857686,0.0027002987506789785
111,0.15453475013579576,0.0027092748506246603
112,0.15465658609451385,0.002717639869636067
113,0.15477889733840305,0.0027257197175448123
114,0.15489695817490493,0.002733134166214014
115,0.1550150190114068,0.002740548614883215
116,0.15513307984790872,0.0027479630635524163
117,0.15524387561108094,0.002755228136882129
118,0.1553556898424769,0.0027620179250407387
119,0.15545425040738728,0.002768264530146659
120,0.15554966051059205,0.002774429657794677
121,0.1556439435089625,0.0027801059206952745
122,0.15573822650733296,0.0027857821835958712
123,0.15583250950570343,0.002791458446496469
124,0.15589648288973385,0.0027956545355784894
125,0.1559830391091798,0.0028012221618685493
126,0.15606982618142312,0.002807183595871808
127,0.15613909560021724,0.002812017925040738
128,0.1562236827810972,0.0028171510048886467
129,0.15630826996197716,0.0028222840847365554
130,0.1563928571428571,0.002827417164584464
131,0.1565080662683324,0.002832686040195545
132,0.156600556762629,0.0028361352525801188
133,0.15669500271591527,0.0028399103747963057
134,0.15680689842476916,0.0028445953286257465
135,0.15690717001629548,0.0028486827810972294
136,0.15700744160782185,0.002852770233568712
137,0.1571077131993482,0.002856857686040195
138,0.15720917979359042,0.00286181423139598
139,0.1573124796306355,0.002867205323193916
140,0.15741485605649103,0.0028717001629549152
141,0.1574997827267789,0.002875285171102661
142,0.15756553503530685,0.002877946768060836
143,0.15763128734383486,0.002880608365019011
144,0.1576970396523628,0.0028832699619771858
145,0.15777855784899508,0.002886461162411732
146,0.15786129820749592,0.0028893400325909827
