,cases,deaths
0,0.10798003802281368,0.0020386203150461707
1,0.1080261950027159,0.0020391906572514934
2,0.10807874796306353,0.002039774579033134
3,0.10813130092341118,0.0020403585008147746
4,0.10818385388375881,0.002040942422596415
5,0.10826034763715374,0.002041702878870179
6,0.10833333785985877,0.0020426262900597497
7,0.10841438077131993,0.002043441064638783
8,0.1085012629005975,0.0020444731124388917
9,0.1085906165127648,0.002045450841933732
10,0.1086799701249321,0.0020464285714285714
11,0.1087693237370994,0.002047406300923411
12,0.1088794133623031,0.0020482889733840306
13,0.10899574959261273,0.0020489136338946224
14,0.1091252444323737,0.0020498098859315587
15,0.10926535850081477,0.0020506110809342744
16,0.10942463335143943,0.002051371537208039
17,0.1095839082020641,0.002052131993481803
18,0.10974318305268875,0.0020528924497555676
19,0.10994079304725692,0.0020537615426398695
20,0.11016580662683322,0.0020547528517110268
21,0.11041253394894078,0.0020555812058663772
22,0.11069277566539924,0.00205639598044541
23,0.11098804997284084,0.0020572379141770773
24,0.11128332428028245,0.002058079847908745
25,0.11157859858772408,0.0020589217816404126
26,0.11187430744160783,0.002059872351982618
27,0.1122458853883759,0.002060945138511678
28,0.1126314774579033,0.0020620450841933734
29,0.1130332835415535,0.0020634302009777295
30,0.11346769418794132,0.0020651412275936986
31,0.11390210483432915,0.002066852254209668
32,0.11433651548071701,0.0020685632808256377
33,0.11486457088538837,0.002070369364475828
34,0.11536235741444867,0.0020722569255839218
35,0.11588863389462249,0.0020744160782183592
36,0.11643134166214014,0.002076615969581749
37,0.11699049429657794,0.0020790059750135795
38,0.11754964693101574,0.00208139598044541
39,0.11810879956545355,0.002083785985877241
40,0.11875429114611623,0.0020862710483432914
41,0.11940920695274307,0.002088959804454101
42,0.1200784627919609,0.0020917979359043994
43,0.12078601303639326,0.002094812601846822
44,0.12152567897881585,0.0020978136882129276
45,0.12226534492123844,0.002100814774579033
46,0.12300501086366103,0.0021038158609451383
47,0.12376739543726234,0.002107197175448126
48,0.12455078761542637,0.0021105784899511136
49,0.1253703422053232,0.0021146116241173274
50,0.1262032998370451,0.002119242259641499
51,0.12705666757197176,0.0021240494296577944
52,0.12791003530689843,0.00212885659967409
53,0.1287634030418251,0.0021336637696903853
54,0.1296447854426942,0.0021387968495382944
55,0.13054429657794678,0.002144649646931016
56,0.13143056762629007,0.0021510320478001087
57,0.13228409831613255,0.0021580119500271585
58,0.1331503123302553,0.002165711569799022
59,0.13401652634437805,0.002173411189570885
60,0.13488274035850079,0.0021811108093427486
61,0.1354347908745247,0.0021876154263986963
62,0.13619627919608907,0.002195790331341662
63,0.13694486692015206,0.0022028788701792504
64,0.13768223791417705,0.0022107414448669202
65,0.13836882129277567,0.002219174361759913
